FIPS,Area Name-Legal/Statistical Area Description,Qualifying Name,State/U.S.-Abbreviation (USPS),Region,Division,State (FIPS),Place (FIPS),FIPS Place Class Code,Place Size Code,Area (Land),Area (Water),Population Count (100%),Housing Unit Count (100%),Internal Point (Latitude),Internal Point (Longitude),Total Population,Total Population,Urban,Urban: Inside urbanized areas,Urban: Inside urban clusters,Rural,% Urban,% Urban: Inside urbanized areas,% Urban: Inside urban clusters,% Rural,Total Population,Population Density (per sq. mile),Area Total,Area (Land),Area (Water),Total Population,Male,Female,% Male,% Female,Median Age,Median Age: Male Population,Median Age: Female Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,% White Alone,% Black or African American Alone,% American Indian and Alaska Native Alone,% Asian Alone,% Native Hawaiian and Other Pacific Islander Alone,% Some other race Alone,Employed Civilian Population 16 Years And Over,Per capita income In 1999 Dollars,Employed civilian population 16 years and over
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_PLACE,Geo_PLACECC,Geo_PLACESC,Geo_AREALAND,Geo_AREAWATR,Geo_POP100,Geo_HU100,Geo_INTPTLAT,Geo_INTPTLON,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T002_004,SE_T002_005,PCT_SE_T002_002,PCT_SE_T002_003,PCT_SE_T002_004,PCT_SE_T002_005,SE_T003_002,SE_T003_001,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,PCT_SE_T005_002,PCT_SE_T005_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,PCT_SE_T014_002,PCT_SE_T014_003,PCT_SE_T014_004,PCT_SE_T014_005,PCT_SE_T014_006,PCT_SE_T014_007,SE_T085_001,SE_T145_001,SE_T209_001
2216375,Colfax town,"Colfax town, Louisiana",LA,3,7,22,16375,C1,10,3866394,0,1659,709,31519783,-92708446,1659,1659,0,0,0,1659,0,0,0,100,1659,1111.317,1.492823,1.492823,0,1659,726,933,43.76,56.24,35.8,34.6,37,514,1125,1,0,1,1,30.98,67.81,0.06,0,0.06,0.06,433,10155,433
2216655,Collinston village,"Collinston village, Louisiana",LA,3,7,22,16655,C1,7,2915447,0,327,149,32690121,-91871583,327,327,0,0,0,327,0,0,0,100,327,290.4961,1.12566,1.12566,0,327,155,172,47.4,52.6,39.1,32.6,41,176,150,0,0,0,0,53.82,45.87,0,0,0,0,141,11686,141
2216830,Columbia town,"Columbia town, Louisiana",LA,3,7,22,16830,C1,7,1961427,34936,477,237,32104042,-92076921,477,477,0,0,0,477,0,0,0,100,477,629.8599,0.7708001,0.7573112,0.01348887,477,243,234,50.94,49.06,40.6,39.1,44.8,334,130,3,7,0,2,70.02,27.25,0.63,1.47,0,0.42,143,13999,143
2217215,Converse village,"Converse village, Louisiana",LA,3,7,22,17215,C1,7,5520575,0,400,202,31780369,-93698620,400,400,0,0,0,400,0,0,0,100,400,187.6607,2.131506,2.131506,0,400,187,213,46.75,53.25,36,33.1,39.2,318,35,31,0,0,0,79.5,8.75,7.75,0,0,0,131,13180,131
2217880,Cottonport town,"Cottonport town, Louisiana",LA,3,7,22,17880,C1,11,5107184,0,2316,840,30988465,-92053049,2316,2316,2262,0,2262,54,97.67,0,97.67,2.33,2316,1174.505,1.971895,1.971895,0,2316,969,1347,41.84,58.16,31.3,28.1,33.1,1119,1150,17,4,0,7,48.32,49.65,0.73,0.17,0,0.3,699,9507,699
2217915,Cotton Valley town,"Cotton Valley town, Louisiana",LA,3,7,22,17915,C1,9,6825717,0,1189,568,32814421,-93421299,1189,1189,0,0,0,1189,0,0,0,100,1189,451.1608,2.635424,2.635424,0,1189,564,625,47.43,52.57,37.6,33.7,39.7,666,504,5,0,0,1,56.01,42.39,0.42,0,0,0.08,430,12662,430
2218055,Coushatta town,"Coushatta town, Louisiana",LA,3,7,22,18055,C1,11,8673965,248374,2299,823,32023162,-93341775,2299,2299,2008,0,2008,291,87.34,0,87.34,12.66,2299,686.4661,3.444935,3.349037,0.09589774,2299,1012,1287,44.02,55.98,30.4,27.8,32.2,763,1504,2,3,1,9,33.19,65.42,0.09,0.13,0.04,0.39,533,10228,533
2355120,Old Orchard Beach CDP,"Old Orchard Beach CDP, Maine",ME,1,1,23,55120,U1,13,19293392,249464,8856,6222,43513714,-70385363,8856,8856,8840,8840,0,16,99.82,99.82,0,0.18,8856,1188.849,7.545539,7.449221,0.0963186,8856,4348,4508,49.1,50.9,40.1,38.9,41.2,8638,50,25,41,3,20,97.54,0.56,0.28,0.46,0.03,0.23,4985,20929,4985
2355225,Old Town city,"Old Town city, Maine",ME,1,1,23,55225,C5,13,99180129,11322451,8130,3686,44943047,-68676461,8130,8130,6298,6298,0,1832,77.47,77.47,0,22.53,8130,212.3067,42.66529,38.29366,4.371623,8130,3879,4251,47.71,52.29,33.8,31.8,35.4,7693,53,120,149,3,23,94.62,0.65,1.48,1.83,0.04,0.28,3961,16100,3961
2355575,Orono CDP,"Orono CDP, Maine",ME,1,1,23,55575,U1,13,18863964,2054415,8253,2472,44888769,-68671153,8253,8253,8138,8138,0,115,98.61,98.61,0,1.39,8253,1133.122,8.076632,7.283418,0.7932141,8253,4171,4082,50.54,49.46,22,21.9,22.2,7700,121,78,212,5,45,93.3,1.47,0.95,2.57,0.06,0.55,4161,14252,4161
2356240,Oxford CDP,"Oxford CDP, Maine",ME,1,1,23,56240,U1,9,21402512,1747797,1300,620,44127093,-70495197,1300,1300,0,0,0,1300,0,0,0,100,1300,157.3173,8.938385,8.263556,0.6748282,1300,641,659,49.31,50.69,36,35.9,36.2,1267,2,4,6,1,3,97.46,0.15,0.31,0.46,0.08,0.23,700,14567,700
2358970,Pittsfield CDP,"Pittsfield CDP, Maine",ME,1,1,23,58970,U1,12,24238076,563110,3217,1343,44781765,-69384352,3217,3217,2555,0,2555,662,79.42,0,79.42,20.58,3217,343.7563,9.575792,9.358374,0.217418,3217,1525,1692,47.4,52.6,35.9,33.7,37.7,3078,30,12,44,5,2,95.68,0.93,0.37,1.37,0.16,0.06,1535,16236,1535
2360545,Portland city,"Portland city, Maine",ME,1,1,23,60545,C5,17,54932987,81219067,64249,31862,43665116,-70269086,64249,64249,63209,63209,0,1040,98.38,98.38,0,1.62,64249,3029.221,52.5686,21.20975,31.35886,64249,30753,33496,47.87,52.13,35.7,34.3,37.1,58638,1665,302,1982,36,431,91.27,2.59,0.47,3.08,0.06,0.67,35150,22698,35150
2360825,Presque Isle city,"Presque Isle city, Maine",ME,1,1,23,60825,C5,13,196182088,4670002,9511,4405,46679321,-68002166,9511,9511,5952,0,5952,3559,62.58,0,62.58,37.42,9511,125.5638,77.54942,75.74633,1.803098,9511,4540,4971,47.73,52.27,37.4,35.6,39,9048,34,215,80,3,16,95.13,0.36,2.26,0.84,0.03,0.17,4649,15712,4649
2405950,Bel Air South CDP,"Bel Air South CDP, Maryland",MD,3,5,24,5950,U2,16,40682502,0,39711,15267,39502757,-76318971,39711,39711,39618,39618,0,93,99.77,99.77,0,0.23,39711,2528.139,15.7076,15.7076,0,39711,19383,20328,48.81,51.19,34.9,34,35.6,36373,1632,64,897,15,260,91.59,4.11,0.16,2.26,0.04,0.65,21770,26658,21770
2406400,Beltsville CDP,"Beltsville CDP, Maryland",MD,3,5,24,6400,U1,14,17168820,0,15690,5865,39037509,-76917847,15690,15690,15690,15690,0,0,100,100,0,0,15690,2366.902,6.628919,6.628919,0,15690,7624,8066,48.59,51.41,34.9,33.8,35.8,7562,5015,41,1686,16,850,48.2,31.96,0.26,10.75,0.1,5.42,8686,24679,8686
2406615,Bennsville CDP,"Bennsville CDP, Maryland",MD,3,5,24,6615,U1,13,43953407,0,7325,2493,38623302,-77006265,7325,7325,6207,6207,0,1118,84.74,84.74,0,15.26,7325,431.6312,16.97051,16.97051,0,7325,3616,3709,49.37,50.63,35.9,36.1,35.9,5601,1320,30,170,7,40,76.46,18.02,0.41,2.32,0.1,0.55,4003,29677,4003
2406800,Berlin town,"Berlin town, Maryland",MD,3,5,24,6800,C1,12,5696637,0,3491,1427,38331075,-75213950,3491,3491,3377,0,3377,114,96.73,0,96.73,3.27,3491,1587.191,2.199484,2.199484,0,3491,1565,1926,44.83,55.17,38.3,35.5,40.3,2225,1118,7,53,1,34,63.74,32.03,0.2,1.52,0.03,0.97,1505,19303,1505
2406925,Berwyn Heights town,"Berwyn Heights town, Maryland",MD,3,5,24,6925,C1,12,1673608,0,2942,1047,38993810,-76912344,2942,2942,2942,2942,0,0,100,100,0,0,2942,4552.885,0.6461837,0.6461837,0,2942,1499,1443,50.95,49.05,36.3,34.6,37.9,2112,353,16,252,0,129,71.79,12,0.54,8.57,0,4.38,1594,25793,1594
2407125,Bethesda CDP,"Bethesda CDP, Maryland",MD,3,5,24,7125,U1,17,34040422,123183,55277,24368,38984660,-77113135,55277,55277,55277,55277,0,0,100,100,0,0,55277,4205.787,13.19064,13.14308,0.04756122,55277,25820,29457,46.71,53.29,41.4,40.3,42.5,47460,1476,92,4376,26,680,85.86,2.67,0.17,7.92,0.05,1.23,29241,58479,29241
2407200,Betterton town,"Betterton town, Maryland",MD,3,5,24,7200,C1,7,2297420,5273,376,277,39367863,-76060877,376,376,0,0,0,376,0,0,0,100,376,423.8822,0.8890748,0.8870389,0.002035917,376,177,199,47.07,52.93,39.4,37.1,41.4,347,8,0,0,0,17,92.29,2.13,0,0,0,4.52,196,24848,196
2407850,Bladensburg town,"Bladensburg town, Maryland",MD,3,5,24,7850,C1,13,2554923,26451,7661,3443,38941428,-76930053,7661,7661,7661,7661,0,0,100,100,0,0,7661,7766.143,0.9966741,0.9864613,0.01021279,7661,3651,4010,47.66,52.34,31,29.8,32.3,1258,5433,26,193,4,526,16.42,70.92,0.34,2.52,0.05,6.87,3707,17046,3707
2543755,Nantucket CDP,"Nantucket CDP, Massachusetts",MA,1,1,25,43755,U1,12,6375740,3668652,3830,3650,41281520,-70100425,3830,3830,3830,0,3830,0,100,0,100,0,3830,1555.844,3.878162,2.461687,1.416474,3830,1927,1903,50.31,49.69,37.5,36.4,38.8,3164,472,1,35,0,60,82.61,12.32,0.03,0.91,0,1.57,2164,29497,2164
2544140,Needham CDP,"Needham CDP, Massachusetts",MA,1,1,25,44140,U1,16,32659469,242833,28911,10846,42285864,-71232713,28911,28911,28085,28085,0,826,97.14,97.14,0,2.86,28911,2292.724,12.70365,12.60989,0.09375835,28911,13702,15209,47.39,52.61,40.8,38.9,42.6,27412,201,8,1024,0,73,94.82,0.7,0.03,3.54,0,0.25,13872,44549,13872
2545000,New Bedford city,"New Bedford city, Massachusetts",MA,1,1,25,45000,C5,17,52115642,10111176,93768,41511,41651803,-70933705,93768,93768,93504,93504,0,264,99.72,99.72,0,0.28,93768,4659.983,24.02591,20.12196,3.903947,93768,44173,49595,47.11,52.89,35.9,33.7,37.9,73950,4112,579,614,44,8915,78.86,4.39,0.62,0.65,0.05,9.51,38482,15602,38482
2545245,Newburyport city,"Newburyport city, Massachusetts",MA,1,1,25,45245,C5,14,21713398,5701669,17189,7897,42812391,-70877440,17189,17189,16881,16881,0,308,98.21,98.21,0,1.79,17189,2050.315,10.58502,8.38359,2.201427,17189,7982,9207,46.44,53.56,40.9,39.7,42,16864,73,21,105,2,27,98.11,0.42,0.12,0.61,0.01,0.16,9339,34187,9339
2545500,New Seabury CDP,"New Seabury CDP, Massachusetts",MA,1,1,25,45500,U1,8,6137922,427098,815,1493,41573090,-70474038,815,815,815,815,0,0,100,100,0,0,815,343.9014,2.534769,2.369865,0.1649035,815,398,417,48.83,51.17,59.1,60,58.5,781,3,1,5,0,7,95.83,0.37,0.12,0.61,0,0.86,322,59130,322
2545560,Newton city,"Newton city, Massachusetts",MA,1,1,25,45560,C5,17,46756342,386463,83829,32112,42337713,-71209936,83829,83829,83829,83829,0,0,100,100,0,0,83829,4643.564,18.20194,18.05273,0.1492142,83829,38951,44878,46.46,53.54,38.7,37.5,39.7,73831,1653,61,6434,29,598,88.07,1.97,0.07,7.68,0.03,0.71,45018,45708,45018
2546225,North Adams city,"North Adams city, Massachusetts",MA,1,1,25,46225,C5,14,52933268,331186,14681,7088,42693899,-73115096,14681,14681,13467,0,13467,1214,91.73,0,91.73,8.27,14681,718.3311,20.56552,20.43765,0.1278716,14681,6794,7887,46.28,53.72,38,36.6,39.4,13946,245,39,117,5,117,94.99,1.67,0.27,0.8,0.03,0.8,6745,16381,6745
2614400,Central Lake village,"Central Lake village, Michigan",MI,2,3,26,14400,C1,8,2714028,421137,990,483,45068751,-85260838,990,990,0,0,0,990,0,0,0,100,990,944.7537,1.210494,1.047892,0.1626019,990,494,496,49.9,50.1,38.7,37.8,39.6,966,0,16,0,0,0,97.58,0,1.62,0,0,0,451,18133,451
2614460,Centreville village,"Centreville village, Michigan",MI,2,3,26,14460,C1,10,3661424,0,1579,541,41923035,-85527414,1579,1579,0,0,0,1579,0,0,0,100,1579,1116.94,1.413684,1.413684,0,1579,809,770,51.23,48.77,33.9,31.6,36.1,1496,39,8,4,0,10,94.74,2.47,0.51,0.25,0,0.63,560,15472,560
2614780,Charlevoix city,"Charlevoix city, Michigan",MI,2,3,26,14780,C5,12,5290186,267218,2994,2096,45316572,-85258042,2994,2994,2947,0,2947,47,98.43,0,98.43,1.57,2994,1465.813,2.145726,2.042552,0.1031734,2994,1407,1587,46.99,53.01,40.8,38.3,42.8,2842,8,85,6,0,13,94.92,0.27,2.84,0.2,0,0.43,1265,21319,1265
2614820,Charlotte city,"Charlotte city, Michigan",MI,2,3,26,14820,C5,13,15477667,31299,8389,3417,42560441,-84834696,8389,8389,8039,0,8039,350,95.83,0,95.83,4.17,8389,1403.791,5.988046,5.975961,0.01208461,8389,4102,4287,48.9,51.1,34,32,35.7,8036,79,46,29,0,90,95.79,0.94,0.55,0.35,0,1.07,3945,18066,3945
2614940,Chatham village,"Chatham village, Michigan",MI,2,3,26,14940,C1,5,6831005,44146,231,116,46346889,-86928198,231,231,0,0,0,231,0,0,0,100,231,87.58407,2.654511,2.637466,0.01704487,231,108,123,46.75,53.25,40.8,39.7,41.8,218,0,11,0,0,0,94.37,0,4.76,0,0,0,95,14266,95
2615000,Cheboygan city,"Cheboygan city, Michigan",MI,2,3,26,15000,C5,13,17592738,497641,5295,2365,45643727,-84478141,5295,5295,4801,0,4801,494,90.67,0,90.67,9.33,5295,779.5254,6.984735,6.792594,0.1921403,5295,2500,2795,47.21,52.79,37.4,34.9,40.1,4861,27,218,14,1,20,91.8,0.51,4.12,0.26,0.02,0.38,1840,14318,1840
2615020,Chelsea village,"Chelsea village, Michigan",MI,2,3,26,15020,C1,12,8660422,141469,4398,1913,42315756,-84019225,4398,4398,4398,0,4398,0,100,0,100,0,4398,1315.267,3.398429,3.343808,0.05462149,4398,1993,2405,45.32,54.68,42.8,39.6,45.5,4272,31,12,21,3,17,97.14,0.7,0.27,0.48,0.07,0.39,2101,27608,2101
2615140,Chesaning village,"Chesaning village, Michigan",MI,2,3,26,15140,C1,12,8065958,0,2548,1126,43184012,-84117655,2548,2548,0,0,0,2548,0,0,0,100,2548,818.1656,3.114284,3.114284,0,2548,1186,1362,46.55,53.45,37.5,34.4,39.9,2492,9,6,2,1,19,97.8,0.35,0.24,0.08,0.04,0.75,1205,19408,1205
2615920,Clare city,"Clare city, Michigan",MI,2,3,26,15920,C5,12,8082843,243318,3173,1487,43821951,-84765384,3173,3173,3086,0,3086,87,97.26,0,97.26,2.74,3173,1016.725,3.214749,3.120803,0.09394561,3173,1391,1782,43.84,56.16,37.2,34.3,39.7,3089,8,19,16,0,13,97.35,0.25,0.6,0.5,0,0.41,1364,18006,1364
2704114,Bayport city,"Bayport city, Minnesota",MN,2,4,27,4114,C5,12,4709351,0,3162,789,45017767,-92780394,3162,3162,3162,0,3162,0,100,0,100,0,3162,1738.996,1.818291,1.818291,0,3162,2289,873,72.39,27.61,35,33.2,41.1,2306,569,141,22,0,31,72.93,17.99,4.46,0.7,0,0.98,892,18490,892
2704204,Beardsley city,"Beardsley city, Minnesota",MN,2,4,27,4204,C1,6,1228305,7074,262,148,45556710,-96712983,262,262,0,0,0,262,0,0,0,100,262,552.4498,0.4769825,0.4742512,0.002731287,262,123,139,46.95,53.05,44,42.5,45.5,262,0,0,0,0,0,100,0,0,0,0,0,107,16106,107
2704456,Beaver Bay city,"Beaver Bay city, Minnesota",MN,2,4,27,4456,C5,4,1257405,1397687,175,139,47258152,-91301204,175,175,0,0,0,175,0,0,0,100,175,360.463,1.025137,0.4854868,0.53965,175,96,79,54.86,45.14,46.3,45,47.3,162,5,4,1,0,0,92.57,2.86,2.29,0.57,0,0,80,18415,80
2704492,Beaver Creek city,"Beaver Creek city, Minnesota",MN,2,4,27,4492,C5,6,1280783,0,250,112,43612572,-96363465,250,250,0,0,0,250,0,0,0,100,250,505.5478,0.4945131,0.4945131,0,250,120,130,48,52,41.8,41.5,42,247,0,0,0,0,0,98.8,0,0,0,0,0,133,14924,133
2704618,Becker city,"Becker city, Minnesota",MN,2,4,27,4618,C5,12,22435062,1111401,2673,967,45391306,-93872650,2673,2673,0,0,0,2673,0,0,0,100,2673,308.5812,9.091341,8.662227,0.4291143,2673,1330,1343,49.76,50.24,28.2,28,28.5,2625,9,12,12,0,2,98.2,0.34,0.45,0.45,0,0.07,1413,19333,1413
2704672,Bejou city,"Bejou city, Minnesota",MN,2,4,27,4672,C5,3,973632,0,94,46,47441731,-95975380,94,94,0,0,0,94,0,0,0,100,94,250.0522,0.3759214,0.3759214,0,94,52,42,55.32,44.68,35.5,34,38,78,0,10,0,0,0,82.98,0,10.64,0,0,0,43,10210,43
2704762,Belgrade city,"Belgrade city, Minnesota",MN,2,4,27,4762,C5,8,3050927,0,750,342,45451502,-95003222,750,750,0,0,0,750,0,0,0,100,750,636.6888,1.17797,1.17797,0,750,343,407,45.73,54.27,44.4,40.2,50.9,740,0,0,1,0,8,98.67,0,0,0.13,0,1.07,306,19293,306
2704798,Bellechester city,"Bellechester city, Minnesota",MN,2,4,27,4798,C5,4,819463,0,172,78,44370829,-92511932,172,172,0,0,0,172,0,0,0,100,172,543.6218,0.3163964,0.3163964,0,172,82,90,47.67,52.33,37.4,36,39,169,0,2,0,0,0,98.26,0,1.16,0,0,0,91,19927,91
2704834,Belle Plaine city,"Belle Plaine city, Minnesota",MN,2,4,27,4834,C5,12,10521866,486954,3789,1424,44623563,-93765963,3789,3789,3616,0,3616,173,95.43,0,95.43,4.57,3789,932.6734,4.250529,4.062515,0.188014,3789,1873,1916,49.43,50.57,34.9,33.6,36.3,3690,5,15,27,0,17,97.39,0.13,0.4,0.71,0,0.45,1949,19433,1949
2838600,Lake town,"Lake town, Mississippi",MS,3,6,28,38600,C1,7,2854217,0,408,159,32343228,-89328193,408,408,0,0,0,408,0,0,0,100,408,370.2294,1.102019,1.102019,0,408,189,219,46.32,53.68,34,29.5,36.8,181,225,0,0,0,0,44.36,55.15,0,0,0,0,146,12858,146
2839080,Lambert town,"Lambert town, Mississippi",MS,3,6,28,39080,C1,10,2105881,0,1967,676,34201878,-90283113,1967,1967,1931,0,1931,36,98.17,0,98.17,1.83,1967,2419.181,0.8130853,0.8130853,0,1967,863,1104,43.87,56.13,27.8,22.7,30.7,307,1629,7,6,0,2,15.61,82.82,0.36,0.31,0,0.1,560,8509,560
2839520,Latimer CDP,"Latimer CDP, Mississippi",MS,3,6,28,39520,U1,12,41986705,0,4288,1538,30483957,-88859571,4288,4288,990,990,0,3298,23.09,23.09,0,76.91,4288,264.5092,16.21116,16.21116,0,4288,2179,2109,50.82,49.18,33.4,33.1,33.7,4051,91,26,65,2,13,94.47,2.12,0.61,1.52,0.05,0.3,2142,17551,2142
2839640,Laurel city,"Laurel city, Mississippi",MS,3,6,28,39640,C1,14,39953222,865428,18393,7804,31697412,-89139315,18393,18393,17986,0,17986,407,97.79,0,97.79,2.21,18393,1192.336,15.76017,15.42603,0.3341436,18393,8492,9901,46.17,53.83,34.7,31,37.8,7474,10130,21,60,1,583,40.64,55.08,0.11,0.33,0.01,3.17,6911,15561,6911
2839840,Leakesville town,"Leakesville town, Mississippi",MS,3,6,28,39840,C1,9,4101347,17661,1026,463,31153957,-88555921,1026,1026,0,0,0,1026,0,0,0,100,1026,647.9158,1.590358,1.583539,0.006818951,1026,428,598,41.72,58.28,45.7,39.5,49,820,199,1,1,0,5,79.92,19.4,0.1,0.1,0,0.49,351,14674,351
2839880,Learned town,"Learned town, Mississippi",MS,3,6,28,39880,C1,3,773811,6885,50,24,32197843,-90547259,50,50,0,0,0,50,0,0,0,100,50,167.3528,0.3014284,0.2987701,0.002658313,50,26,24,52,48,48.5,47.5,48.5,41,9,0,0,0,0,82,18,0,0,0,0,27,18511,27
2840280,Leland city,"Leland city, Mississippi",MS,3,6,28,40280,C1,13,5336816,65349,5502,2095,33405118,-90897194,5502,5502,5373,0,5373,129,97.66,0,97.66,2.34,5502,2670.153,2.085788,2.060556,0.02523139,5502,2577,2925,46.84,53.16,30.5,27.4,33.6,1761,3687,9,7,0,2,32.01,67.01,0.16,0.13,0,0.04,1993,11681,1993
2840360,Lena town,"Lena town, Mississippi",MS,3,6,28,40360,C1,4,4353902,0,167,96,32589445,-89594788,167,167,0,0,0,167,0,0,0,100,167,99.34261,1.681051,1.681051,0,167,78,89,46.71,53.29,43.5,36.3,45.9,151,15,0,0,0,0,90.42,8.98,0,0,0,0,71,23197,71
2840600,Lexington city,"Lexington city, Mississippi",MS,3,6,28,40600,C1,11,6352397,9783,2025,802,33114329,-90051191,2025,2025,1961,0,1961,64,96.84,0,96.84,3.16,2025,825.6294,2.456452,2.452674,0.003777238,2025,965,1060,47.65,52.35,34.9,29,38.3,635,1362,1,13,0,0,31.36,67.26,0.05,0.64,0,0,676,14614,676
2840640,Liberty town,"Liberty town, Mississippi",MS,3,6,28,40640,C1,8,5330546,25861,633,309,31160812,-90804002,633,633,0,0,0,633,0,0,0,100,633,307.5599,2.06812,2.058136,0.009984989,633,306,327,48.34,51.66,36.8,33.4,43.4,470,153,0,0,0,7,74.25,24.17,0,0,0,1.11,222,13062,222
2907318,Boonville city,"Boonville city, Missouri",MO,2,4,29,7318,C1,13,17839369,1194338,8202,3041,38965017,-92741757,8202,8202,8001,0,8001,201,97.55,0,97.55,2.45,8202,1190.798,7.348955,6.887819,0.4611365,8202,4768,3434,58.13,41.87,29.9,25.7,40.7,6580,1381,42,34,3,33,80.22,16.84,0.51,0.41,0.04,0.4,3125,14854,3125
2907426,Bosworth city,"Bosworth city, Missouri",MO,2,4,29,7426,C1,7,1431769,0,382,195,39470448,-93334797,382,382,0,0,0,382,0,0,0,100,382,691.0161,0.5528091,0.5528091,0,382,192,190,50.26,49.74,37,37,37,382,0,0,0,0,0,100,0,0,0,0,0,153,11526,153
2907534,Bourbon city,"Bourbon city, Missouri",MO,2,4,29,7534,C1,9,3073473,0,1348,600,38151639,-91247386,1348,1348,0,0,0,1348,0,0,0,100,1348,1135.948,1.186675,1.186675,0,1348,669,679,49.63,50.37,35.2,32,38.6,1333,1,6,0,0,0,98.89,0.07,0.45,0,0,0,577,12992,577
2907660,Bowling Green city,"Bowling Green city, Missouri",MO,2,4,29,7660,C1,12,5034739,0,3260,1420,39341597,-91200076,3260,3260,3222,0,3222,38,98.83,0,98.83,1.17,3260,1677.021,1.943924,1.943924,0,3260,1506,1754,46.2,53.8,36.5,32.9,39.1,2955,250,4,6,0,7,90.64,7.67,0.12,0.18,0,0.21,1405,14670,1405
2907876,Bragg City town,"Bragg City town, Missouri",MO,2,4,29,7876,C1,4,530072,0,189,76,36268489,-89911593,189,189,0,0,0,189,0,0,0,100,189,923.4741,0.204662,0.204662,0,189,96,93,50.79,49.21,34.5,35.5,33.5,172,10,2,0,0,1,91.01,5.29,1.06,0,0,0.53,73,12214,73
2907948,Brandsville city,"Brandsville city, Missouri",MO,2,4,29,7948,C1,4,1225479,0,174,70,36650510,-91696815,174,174,0,0,0,174,0,0,0,100,174,367.7402,0.4731601,0.4731601,0,174,94,80,54.02,45.98,30.8,30.7,31,170,0,2,0,0,0,97.7,0,1.15,0,0,0,89,12024,89
2907966,Branson city,"Branson city, Missouri",MO,2,4,29,7966,C1,13,41901548,416503,6050,3366,36637706,-93254965,6050,6050,5234,0,5234,816,86.51,0,86.51,13.49,6050,373.9582,16.33909,16.17828,0.1608127,6050,2810,3240,46.45,53.55,43,40.8,44.6,5717,51,52,43,2,89,94.5,0.84,0.86,0.71,0.03,1.47,3109,20461,3109
2907989,Branson West city,"Branson West city, Missouri",MO,2,4,29,7989,C1,7,4836475,0,408,161,36704978,-93371245,408,408,0,0,0,408,0,0,0,100,408,218.4887,1.867373,1.867373,0,408,212,196,51.96,48.04,30.6,29.7,31.3,388,0,3,5,0,7,95.1,0,0.74,1.23,0,1.72,201,12326,201
2908002,Brashear city,"Brashear city, Missouri",MO,2,4,29,8002,C1,6,910228,0,280,142,40147868,-92377565,280,280,0,0,0,280,0,0,0,100,280,796.7198,0.351441,0.351441,0,280,139,141,49.64,50.36,41,39.4,43.4,272,0,0,0,0,1,97.14,0,0,0,0,0.36,121,11763,121
2908038,Braymer city,"Braymer city, Missouri",MO,2,4,29,8038,C1,8,1457472,0,910,451,39589100,-93795837,910,910,0,0,0,910,0,0,0,100,910,1617.108,0.5627331,0.5627331,0,910,423,487,46.48,53.52,37.2,35.2,38.8,897,0,2,3,0,0,98.57,0,0.22,0.33,0,0,381,14518,381
2908128,Breckenridge city,"Breckenridge city, Missouri",MO,2,4,29,8128,C1,7,1430329,0,454,230,39761471,-93804114,454,454,0,0,0,454,0,0,0,100,454,822.0868,0.5522531,0.5522531,0,454,235,219,51.76,48.24,34.5,34.3,34.7,438,0,8,1,0,2,96.48,0,1.76,0.22,0,0.44,164,12468,164
2908164,Breckenridge Hills city,"Breckenridge Hills city, Missouri",MO,2,4,29,8164,C1,12,2118112,0,4817,2173,38715687,-90369078,4817,4817,4817,4817,0,0,100,100,0,0,4817,5890.138,0.8178077,0.8178077,0,4817,2276,2541,47.25,52.75,33.3,33.4,33.3,3174,1388,10,22,3,102,65.89,28.81,0.21,0.46,0.06,2.12,2228,16847,2228
3040580,Kicking Horse CDP,"Kicking Horse CDP, Montana",MT,4,8,30,40580,U1,3,6401210,2710589,80,29,47461892,-114084475,80,80,0,0,0,80,0,0,0,100,80,32.36873,3.518085,2.471521,1.046564,80,39,41,48.75,51.25,29,30.8,25.3,38,0,37,0,0,2,47.5,0,46.25,0,0,2.5,35,16524,35
3040725,Kings Point CDP,"Kings Point CDP, Montana",MT,4,8,30,40725,U1,4,3634064,0,169,295,47771010,-114145468,169,169,0,0,0,169,0,0,0,100,169,120.4459,1.40312,1.40312,0,169,86,83,50.89,49.11,57.3,57,57.4,144,0,14,3,0,0,85.21,0,8.28,1.78,0,0,40,22827,40
3041050,Klein CDP,"Klein CDP, Montana",MT,4,8,30,41050,U1,4,33287319,0,188,90,46402844,-108548378,188,188,0,0,0,188,0,0,0,100,188,14.62772,12.85231,12.85231,0,188,99,89,52.66,47.34,45.3,44.3,46.1,179,0,6,0,2,0,95.21,0,3.19,0,1.06,0,75,15522,75
3041087,Knife River CDP,"Knife River CDP, Montana",MT,4,8,30,41087,U1,6,8922907,0,297,145,47453610,-104344938,297,297,0,0,0,297,0,0,0,100,297,86.20805,3.445154,3.445154,0,297,152,145,51.18,48.82,40.4,39,41.3,288,0,4,0,0,2,96.97,0,1.35,0,0,0.67,119,11865,119
