FIPS,Area Name-Legal/Statistical Area Description,Qualifying Name,State/U.S.-Abbreviation (USPS),Region,Division,State (FIPS),Place (FIPS),FIPS Place Class Code,Place Size Code,Area (Land),Area (Water),Population Count (100%),Housing Unit Count (100%),Internal Point (Latitude),Internal Point (Longitude),Total Population,Total Population,Urban,Urban: Inside urbanized areas,Urban: Inside urban clusters,Rural,% Urban,% Urban: Inside urbanized areas,% Urban: Inside urban clusters,% Rural,Total Population,Population Density (per sq. mile),Area Total,Area (Land),Area (Water),Total Population,Male,Female,% Male,% Female,Median Age,Median Age: Male Population,Median Age: Female Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,% White Alone,% Black or African American Alone,% American Indian and Alaska Native Alone,% Asian Alone,% Native Hawaiian and Other Pacific Islander Alone,% Some other race Alone,Employed Civilian Population 16 Years And Over,Per capita income In 1999 Dollars,Employed civilian population 16 years and over
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_PLACE,Geo_PLACECC,Geo_PLACESC,Geo_AREALAND,Geo_AREAWATR,Geo_POP100,Geo_HU100,Geo_INTPTLAT,Geo_INTPTLON,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T002_004,SE_T002_005,PCT_SE_T002_002,PCT_SE_T002_003,PCT_SE_T002_004,PCT_SE_T002_005,SE_T003_002,SE_T003_001,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,PCT_SE_T005_002,PCT_SE_T005_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,PCT_SE_T014_002,PCT_SE_T014_003,PCT_SE_T014_004,PCT_SE_T014_005,PCT_SE_T014_006,PCT_SE_T014_007,SE_T085_001,SE_T145_001,SE_T209_001
4907690,Bountiful city,"Bountiful city, Utah",UT,4,8,49,7690,C1,16,34896597,0,41301,13819,40879645,-111871553,41301,41301,40889,40889,0,412,99,99,0,1,41301,3065.316,13.47365,13.47365,0,41301,20056,21245,48.56,51.44,32.5,30.6,34.4,39469,98,113,474,133,461,95.56,0.24,0.27,1.15,0.32,1.12,19512,23967,19512
4908020,Brian Head town,"Brian Head town, Utah",UT,4,8,49,8020,C1,4,8030488,0,118,912,37698842,-112844679,118,118,0,0,0,118,0,0,0,100,118,38.05729,3.100589,3.100589,0,118,67,51,56.78,43.22,43,43.5,41.8,117,1,0,0,0,0,99.15,0.85,0,0,0,0,56,32647,56
4908460,Brigham City city,"Brigham City city, Utah",UT,4,8,49,8460,C1,14,37072832,56415,17411,5838,41510192,-112015011,17411,17411,17199,0,17199,212,98.78,0,98.78,1.22,17411,1216.37,14.33568,14.3139,0.02178195,17411,8745,8666,50.23,49.77,28.8,27.7,30.2,15890,41,283,134,18,709,91.26,0.24,1.63,0.77,0.1,4.07,7186,15503,7186
4909725,Cache CDP,"Cache CDP, Utah",UT,4,8,49,9725,U2,3,14659831,896845,37,16,41836370,-112000202,37,37,0,0,0,37,0,0,0,100,37,6.53688,6.006466,5.660192,0.3462738,37,20,17,54.05,45.95,31.8,29.5,38.5,37,0,0,0,0,0,100,0,0,0,0,0,18,27083,18
4910330,Cannonville town,"Cannonville town, Utah",UT,4,8,49,10330,C1,4,3195694,0,148,60,37566542,-112051533,148,148,0,0,0,148,0,0,0,100,148,119.9483,1.233864,1.233864,0,148,80,68,54.05,45.95,38,29.5,43,141,0,0,0,1,5,95.27,0,0,0,0.68,3.38,48,11481,48
4910390,Canyon Rim CDP,"Canyon Rim CDP, Utah",UT,4,8,49,10390,U1,14,5365640,0,10428,4091,40706504,-111825200,10428,10428,10428,10428,0,0,100,100,0,0,10428,5033.583,2.071685,2.071685,0,10428,5100,5328,48.91,51.09,34.8,32.8,37,9946,56,29,163,33,77,95.38,0.54,0.28,1.56,0.32,0.74,5414,23587,5414
4910660,Castle Dale city,"Castle Dale city, Utah",UT,4,8,49,10660,C1,10,4835842,0,1657,618,39215861,-111020781,1657,1657,0,0,0,1657,0,0,0,100,1657,887.4587,1.867129,1.867129,0,1657,852,805,51.42,48.58,28.4,25.8,30.6,1582,1,11,9,3,15,95.47,0.06,0.66,0.54,0.18,0.91,648,14175,648
4911000,Castle Valley town,"Castle Valley town, Utah",UT,4,8,49,11000,C1,7,20933364,0,349,230,38634367,-109410558,349,349,0,0,0,349,0,0,0,100,349,43.18015,8.082417,8.082417,0,349,165,184,47.28,52.72,45,46.4,43.3,339,0,0,0,0,4,97.13,0,0,0,0,1.15,169,19726,169
4911320,Cedar City city,"Cedar City city, Utah",UT,4,8,49,11320,C1,15,52030879,0,20527,7109,37682606,-113074402,20527,20527,19982,0,19982,545,97.34,0,97.34,2.66,20527,1021.791,20.08924,20.08924,0,20527,10033,10494,48.88,51.12,23.3,23.7,22.7,18897,97,519,227,67,339,92.06,0.47,2.53,1.11,0.33,1.65,10113,14057,10113
4911430,Cedar Fort town,"Cedar Fort town, Utah",UT,4,8,49,11430,C1,7,4113185,0,341,110,40326300,-112105613,341,341,0,0,0,341,0,0,0,100,341,214.7207,1.58811,1.58811,0,341,172,169,50.44,49.56,29.4,29.3,29.5,327,0,2,1,1,1,95.89,0,0.59,0.29,0.29,0.29,123,14266,123
5013700,Chester-Chester Depot CDP,"Chester-Chester Depot CDP, Vermont",VT,1,1,50,13700,U2,8,3419479,0,999,536,43265372,-72591665,999,999,0,0,0,999,0,0,0,100,999,756.6644,1.320268,1.320268,0,999,436,563,43.64,56.36,42.5,40.8,43.3,985,6,1,2,0,0,98.6,0.6,0.1,0.2,0,0,491,18863,491
5017425,Derby Center village,"Derby Center village, Vermont",VT,1,1,50,17425,C1,8,3814310,0,670,295,44956617,-72141001,670,670,0,0,0,670,0,0,0,100,670,454.9426,1.472713,1.472713,0,670,327,343,48.81,51.19,37.4,32,41.1,653,1,3,2,0,0,97.46,0.15,0.45,0.3,0,0,292,15435,292
5017500,Derby Line village,"Derby Line village, Vermont",VT,1,1,50,17500,C1,8,1900556,0,776,364,45003365,-72097316,776,776,0,0,0,776,0,0,0,100,776,1057.496,0.7338088,0.7338088,0,776,372,404,47.94,52.06,39.3,37.8,40.6,751,3,7,5,0,0,96.78,0.39,0.9,0.64,0,0,357,15202,357
5024025,Enosburg Falls village,"Enosburg Falls village, Vermont",VT,1,1,50,24025,C1,9,9215727,294996,1473,618,44906648,-72804928,1473,1473,0,0,0,1473,0,0,0,100,1473,413.9719,3.672111,3.558212,0.1138986,1473,676,797,45.89,54.11,38.4,37.3,39.5,1426,2,15,3,0,2,96.81,0.14,1.02,0.2,0,0.14,654,15195,654
5024400,Essex Junction village,"Essex Junction village, Vermont",VT,1,1,50,24400,C1,13,12333678,236590,8591,3501,44492905,-73108601,8591,8591,8591,8591,0,0,100,100,0,0,8591,1804.051,4.853408,4.76206,0.09134791,8591,4243,4348,49.39,50.61,36.4,35.2,37.6,8209,59,21,203,0,25,95.55,0.69,0.24,2.36,0,0.29,4990,24142,4990
5025450,Fair Haven CDP,"Fair Haven CDP, Vermont",VT,1,1,50,25450,U1,11,7160858,0,2435,1058,43595701,-73270598,2435,2435,2165,0,2165,270,88.91,0,88.91,11.09,2435,880.7074,2.764823,2.764823,0,2435,1158,1277,47.56,52.44,37,35.2,38.8,2385,6,5,8,0,13,97.95,0.25,0.21,0.33,0,0.53,1141,17371,1141
5029450,Graniteville-East Barre CDP,"Graniteville-East Barre CDP, Vermont",VT,1,1,50,29450,U2,11,18031776,46153,2136,880,44158879,-72468108,2136,2136,905,0,905,1231,42.37,0,42.37,57.63,2136,306.8036,6.979928,6.962108,0.01781977,2136,1022,1114,47.85,52.15,36.7,36.4,37.1,2084,5,3,9,0,7,97.57,0.23,0.14,0.42,0,0.33,1072,16153,1072
5034975,Hyde Park village,"Hyde Park village, Vermont",VT,1,1,50,34975,C1,7,3021783,0,415,207,44594876,-72614954,415,415,0,0,0,415,0,0,0,100,415,355.6989,1.166717,1.166717,0,415,199,216,47.95,52.05,43.6,43.8,43.5,409,4,0,1,0,0,98.55,0.96,0,0.24,0,0,225,22790,225
5101000,Alexandria city,"Alexandria city, Virginia",VA,3,5,51,1000,C7,18,39310427,595095,128283,64251,38816242,-77071282,128283,128283,128283,128283,0,0,100,100,0,0,128283,8451.992,15.40761,15.17784,0.2297675,128283,61974,66309,48.31,51.69,34.4,33.9,34.9,76702,28915,355,7249,112,9467,59.79,22.54,0.28,5.65,0.09,7.38,76584,37645,76584
5101528,Altavista town,"Altavista town, Virginia",VA,3,5,51,1528,C1,12,12674314,61233,3425,1650,37117622,-79289632,3425,3425,3343,0,3343,82,97.61,0,97.61,2.39,3425,699.8965,4.917222,4.89358,0.0236422,3425,1497,1928,43.71,56.29,42.6,40.8,44.5,2543,841,3,7,0,11,74.25,24.55,0.09,0.2,0,0.32,1454,17997,1454
5101672,Amherst town,"Amherst town, Virginia",VA,3,5,51,1672,C1,11,12917342,0,2251,1000,37576899,-79050424,2251,2251,0,0,0,2251,0,0,0,100,2251,451.3361,4.987414,4.987414,0,2251,1032,1219,45.85,54.15,43.4,39.5,47.6,1552,667,7,7,0,1,68.95,29.63,0.31,0.31,0,0.04,907,18457,907
5101912,Annandale CDP,"Annandale CDP, Virginia",VA,3,5,51,1912,U1,17,35746788,21918,54994,20243,38834134,-77211277,54994,54994,54994,54994,0,0,100,100,0,0,54994,3984.52,13.81038,13.80191,0.008462587,54994,26816,28178,48.76,51.24,37.9,36.7,39.2,35473,3224,165,10647,41,3266,64.5,5.86,0.3,19.36,0.07,5.94,29781,31623,29781
5102040,Appalachia town,"Appalachia town, Virginia",VA,3,5,51,2040,C1,10,5974268,0,1839,891,36906505,-82785560,1839,1839,1547,0,1547,292,84.12,0,84.12,15.88,1839,797.2505,2.306678,2.306678,0,1839,854,985,46.44,53.56,37,33.9,39.4,1732,84,5,3,0,7,94.18,4.57,0.27,0.16,0,0.38,593,11782,593
5102072,Appomattox town,"Appomattox town, Virginia",VA,3,5,51,2072,C1,10,5640186,12556,1761,767,37358973,-78826438,1761,1761,0,0,0,1761,0,0,0,100,1761,808.6558,2.182536,2.177688,0.004847899,1761,795,966,45.14,54.86,38.7,35,41.8,1178,566,5,0,0,2,66.89,32.14,0.28,0,0,0.11,707,14355,707
5102112,Aquia Harbour CDP,"Aquia Harbour CDP, Virginia",VA,3,5,51,2112,U1,13,20058883,80600,7856,2622,38458484,-77384124,7856,7856,7856,7856,0,0,100,100,0,0,7856,1014.361,7.775898,7.744779,0.03111983,7856,3951,3905,50.29,49.71,36.9,36.9,36.8,6752,701,44,100,8,68,85.95,8.92,0.56,1.27,0.1,0.87,3908,29044,3908
5103000,Arlington CDP,"Arlington CDP, Virginia",VA,3,5,51,3000,U1,18,67002719,243499,189453,90426,38880344,-77108260,189453,189453,189453,189453,0,0,100,100,0,0,189453,7323.3,25.96391,25.8699,0.09401549,189453,95443,94010,50.38,49.62,34,33.5,34.7,130601,17705,662,16327,143,15786,68.94,9.35,0.35,8.62,0.08,8.33,114040,37706,114040
5103368,Ashland town,"Ashland town, Virginia",VA,3,5,51,3368,C1,13,18594132,96271,6619,2445,37759361,-77477226,6619,6619,6522,6522,0,97,98.53,98.53,0,1.47,6619,921.9645,7.216405,7.179235,0.03717044,6619,3095,3524,46.76,53.24,32.5,29.3,35.7,4947,1473,24,47,0,45,74.74,22.25,0.36,0.71,0,0.68,3034,16932,3034
5103512,Atkins CDP,"Atkins CDP, Virginia",VA,3,5,51,3512,U1,9,13993766,0,1138,571,36868967,-81410030,1138,1138,0,0,0,1138,0,0,0,100,1138,210.6228,5.403024,5.403024,0,1138,540,598,47.45,52.55,38.5,37.3,39.7,1126,0,1,0,0,6,98.95,0,0.09,0,0,0.53,548,17516,548
5309365,Camano CDP,"Camano CDP, Washington",WA,4,9,53,9365,U1,14,102994037,142923921,13347,6709,48193606,-122486419,13347,13347,6596,0,6596,6751,49.42,0,49.42,50.58,13347,335.6366,94.94946,39.76622,55.18324,13347,6658,6689,49.88,50.12,42.6,42,43.2,12761,33,111,87,34,75,95.61,0.25,0.83,0.65,0.25,0.56,5790,24362,5790
5309480,Camas city,"Camas city, Washington",WA,4,9,53,9480,C1,14,28244749,4323696,12534,4736,45591008,-122412104,12534,12534,12103,12103,0,431,96.56,96.56,0,3.44,12534,1149.343,12.57475,10.90536,1.669388,12534,6145,6389,49.03,50.97,34.2,34.3,34.2,11532,86,87,428,18,100,92.01,0.69,0.69,3.41,0.14,0.8,5896,27267,5896
5309970,Carbonado town,"Carbonado town, Washington",WA,4,9,53,9970,C1,8,1052663,0,621,210,47079724,-122051433,621,621,0,0,0,621,0,0,0,100,621,1527.918,0.4064355,0.4064355,0,621,326,295,52.5,47.5,30.1,29.4,30.9,599,0,3,0,0,4,96.46,0,0.48,0,0,0.64,331,16135,331
5310075,Carlsborg CDP,"Carlsborg CDP, Washington",WA,4,9,53,10075,U1,8,2505451,0,855,461,48084085,-123170290,855,855,776,0,776,79,90.76,0,90.76,9.24,855,883.8488,0.9673601,0.9673601,0,855,411,444,48.07,51.93,64.3,62.3,65.4,810,0,12,7,0,6,94.74,0,1.4,0.82,0,0.7,236,17350,236
5310215,Carnation city,"Carnation city, Washington",WA,4,9,53,10215,C1,10,2836698,0,1893,650,47648234,-121908630,1893,1893,0,0,0,1893,0,0,0,100,1893,1728.364,1.095255,1.095255,0,1893,940,953,49.66,50.34,31.6,30.9,32.5,1737,0,25,68,3,34,91.76,0,1.32,3.59,0.16,1.8,970,21907,970
5310325,Carson River Valley CDP,"Carson River Valley CDP, Washington",WA,4,9,53,10325,U2,11,12103203,64392,2116,894,45737110,-121818080,2116,2116,0,0,0,2116,0,0,0,100,2116,452.807,4.697935,4.673073,0.02486189,2116,1056,1060,49.91,50.09,36.3,35.9,36.5,1873,7,74,5,12,77,88.52,0.33,3.5,0.24,0.57,3.64,861,14922,861
5310372,Cascade-Fairwood CDP,"Cascade-Fairwood CDP, Washington",WA,4,9,53,10372,U2,16,22973088,62,34580,13456,47448873,-122169361,34580,34580,34580,34580,0,0,100,100,0,0,34580,3898.552,8.869983,8.869959,2.39E-05,34580,17165,17415,49.64,50.36,35.4,34.8,35.9,25227,2107,206,4670,160,651,72.95,6.09,0.6,13.5,0.46,1.88,18594,25752,18594
5310455,Cascade Valley CDP,"Cascade Valley CDP, Washington",WA,4,9,53,10455,U1,10,7164829,4301723,1811,759,47144958,-119323447,1811,1811,1811,0,1811,0,100,0,100,0,1811,654.6518,4.427261,2.766356,1.660905,1811,931,880,51.41,48.59,33.3,33,33.8,1444,52,26,6,1,205,79.73,2.87,1.44,0.33,0.06,11.32,714,16170,714
5310495,Cashmere city,"Cashmere city, Washington",WA,4,9,53,10495,C1,12,2311611,45475,2965,1174,47519515,-120468967,2965,2965,2965,0,2965,0,100,0,100,0,2965,3322.062,0.910076,0.892518,0.017558,2965,1393,1572,46.98,53.02,37.3,34.3,39.5,2660,0,16,9,2,243,89.71,0,0.54,0.3,0.07,8.2,1238,17468,1238
5310565,Castle Rock city,"Castle Rock city, Washington",WA,4,9,53,10565,C1,11,3453647,0,2130,890,46273991,-122904916,2130,2130,0,0,0,2130,0,0,0,100,2130,1597.348,1.333461,1.333461,0,2130,985,1145,46.24,53.76,35.6,35,36.4,1985,5,43,6,8,35,93.19,0.23,2.02,0.28,0.38,1.64,858,15661,858
5310585,Cathan CDP,"Cathan CDP, Washington",WA,4,9,53,10585,U1,8,6875849,75860,526,181,48113880,-122274621,526,526,0,0,0,526,0,0,0,100,526,198.1332,2.68407,2.65478,0.02928971,526,274,252,52.09,47.91,36.6,35.5,37.4,474,2,19,8,3,0,90.11,0.38,3.61,1.52,0.57,0,268,20940,268
5410852,Bruceton Mills town,"Bruceton Mills town, West Virginia",WV,3,5,54,10852,C1,3,143677,0,74,44,39659111,-79640693,74,74,0,0,0,74,0,0,0,100,74,1333.958,0.055474,0.055474,0,74,33,41,44.59,55.41,48.5,40.8,56.1,74,0,0,0,0,0,100,0,0,0,0,0,31,17369,31
5411188,Buckhannon city,"Buckhannon city, West Virginia",WV,3,5,54,11188,C1,13,6407335,0,5725,2424,38989237,-80224254,5725,5725,5666,0,5666,59,98.97,0,98.97,1.03,5725,2314.173,2.473886,2.473886,0,5725,2568,3157,44.86,55.14,31.4,29.2,34.2,5505,115,6,48,1,16,96.16,2.01,0.1,0.84,0.02,0.28,2286,12959,2286
5411284,Buffalo town,"Buffalo town, West Virginia",WV,3,5,54,11284,C1,9,3661336,616090,1171,559,38616994,-81979938,1171,1171,0,0,0,1171,0,0,0,100,1171,828.3522,1.651523,1.41365,0.2378737,1171,568,603,48.51,51.49,38.7,38.6,38.9,1138,1,2,2,0,0,97.18,0.09,0.17,0.17,0,0,457,14005,457
5411716,Burnsville town,"Burnsville town, West Virginia",WV,3,5,54,11716,C1,7,2802363,0,481,252,38858538,-80655439,481,481,0,0,0,481,0,0,0,100,481,444.5478,1.081998,1.081998,0,481,234,247,48.65,51.35,41.5,40,43.8,476,2,3,0,0,0,98.96,0.42,0.62,0,0,0,150,13635,150
5412124,Cairo town,"Cairo town, West Virginia",WV,3,5,54,12124,C1,6,1270372,0,263,140,39208264,-81156600,263,263,0,0,0,263,0,0,0,100,263,536.1948,0.4904934,0.4904934,0,263,121,142,46.01,53.99,40.6,39.8,41.2,263,0,0,0,0,0,100,0,0,0,0,0,83,14958,83
5412436,Camden-on-Gauley town,"Camden-on-Gauley town, West Virginia",WV,3,5,54,12436,C1,4,919979,0,157,83,38368782,-80596459,157,157,0,0,0,157,0,0,0,100,157,441.9972,0.3552059,0.3552059,0,157,77,80,49.04,50.96,41.1,41.1,41,156,0,1,0,0,0,99.36,0,0.64,0,0,0,34,9137,34
5412484,Cameron city,"Cameron city, West Virginia",WV,3,5,54,12484,C1,9,2311694,18187,1212,533,39826579,-80566107,1212,1212,0,0,0,1212,0,0,0,100,1212,1357.907,0.8995721,0.8925501,0.00702204,1212,557,655,45.96,54.04,40.6,36.5,43.5,1199,2,1,0,0,1,98.93,0.17,0.08,0,0,0.08,349,11447,349
5413108,Capon Bridge town,"Capon Bridge town, West Virginia",WV,3,5,54,13108,C1,5,1462860,0,200,110,39298405,-78436797,200,200,0,0,0,200,0,0,0,100,200,354.0992,0.5648134,0.5648134,0,200,97,103,48.5,51.5,38,32.8,40.2,197,2,0,0,0,0,98.5,1,0,0,0,0,107,19457,107
5413525,Carpendale town,"Carpendale town, West Virginia",WV,3,5,54,13525,C1,8,3420381,0,954,404,39631847,-78786674,954,954,954,0,954,0,100,0,100,0,954,722.3898,1.320617,1.320617,0,954,466,488,48.85,51.15,40.5,38,42.7,947,1,0,0,0,0,99.27,0.1,0,0,0,0,440,15588,440
5413756,Cassville CDP,"Cassville CDP, West Virginia",WV,3,5,54,13756,U1,10,39087656,12616,1586,704,39661889,-80050873,1586,1586,223,223,0,1363,14.06,14.06,0,85.94,1586,105.09,15.0967,15.09183,0.004871065,1586,780,806,49.18,50.82,39.9,39.6,40.2,1516,29,9,2,0,3,95.59,1.83,0.57,0.13,0,0.19,662,13045,662
5413924,Cedar Grove town,"Cedar Grove town, West Virginia",WV,3,5,54,13924,C1,8,1951842,0,862,408,38220096,-81429449,862,862,703,703,0,159,81.55,81.55,0,18.45,862,1143.827,0.7536104,0.7536104,0,862,410,452,47.56,52.44,40.3,37,42.3,851,8,0,0,0,0,98.72,0.93,0,0,0,0,310,12911,310
5414308,Ceredo city,"Ceredo city, West Virginia",WV,3,5,54,14308,C1,10,3480377,1757885,1675,888,38393406,-82560246,1675,1675,1675,1675,0,0,100,100,0,0,1675,1246.483,2.022504,1.343781,0.6787232,1675,707,968,42.21,57.79,46.4,43.5,49.1,1637,0,1,13,2,5,97.73,0,0.06,0.78,0.12,0.3,638,14733,638
5414524,Chapmanville town,"Chapmanville town, West Virginia",WV,3,5,54,14524,C1,9,1745022,53074,1211,658,37971615,-82020017,1211,1211,0,0,0,1211,0,0,0,100,1211,1797.385,0.6942488,0.6737568,0.02049199,1211,527,684,43.52,56.48,41.1,37.1,44,1197,0,0,9,0,0,98.84,0,0,0.74,0,0,440,15581,440
5504625,Baraboo city,"Baraboo city, Wisconsin",WI,2,3,55,4625,C5,14,13664251,0,10711,4718,43471361,-89741573,10711,10711,10453,0,10453,258,97.59,0,97.59,2.41,10711,2030.215,5.275797,5.275797,0,10711,5160,5551,48.17,51.83,35.8,33.8,37.8,10402,55,83,56,0,44,97.12,0.51,0.77,0.52,0,0.41,5637,19304,5637
5504775,Barneveld village,"Barneveld village, Wisconsin",WI,2,3,55,4775,C5,9,3497281,0,1088,400,43014223,-89895551,1088,1088,0,0,0,1088,0,0,0,100,1088,805.7422,1.350308,1.350308,0,1088,563,525,51.75,48.25,31.7,30.7,32.7,1074,3,4,1,0,0,98.71,0.28,0.37,0.09,0,0,624,22009,624
5504875,Barron city,"Barron city, Wisconsin",WI,2,3,55,4875,C5,12,7149086,217267,3248,1442,45400527,-91847948,3248,3248,3158,0,3158,90,97.23,0,97.23,2.77,3248,1176.693,2.844165,2.760278,0.08388726,3248,1569,1679,48.31,51.69,38,35,41.3,3148,20,5,8,5,34,96.92,0.62,0.15,0.25,0.15,1.05,1562,18485,1562
5505325,Bay City village,"Bay City village, Wisconsin",WI,2,3,55,5325,C5,7,1332080,30657,465,193,44584517,-92452749,465,465,0,0,0,465,0,0,0,100,465,904.1082,0.5261557,0.514319,0.01183673,465,248,217,53.33,46.67,39.7,38.5,41.3,461,0,0,0,0,0,99.14,0,0,0,0,0,242,19598,242
5505350,Bayfield city,"Bayfield city, Wisconsin",WI,2,3,55,5350,C5,8,2250238,29793,611,403,46811524,-90820297,611,611,0,0,0,611,0,0,0,100,611,703.2512,0.8803249,0.8688218,0.01150314,611,289,322,47.3,52.7,45.4,44.9,45.7,470,4,93,0,0,8,76.92,0.65,15.22,0,0,1.31,295,18377,295
5505450,Bayside village,"Bayside village, Wisconsin",WI,2,3,55,5450,C5,12,6162783,0,4518,1834,43180275,-87904735,4518,4518,4518,4518,0,0,100,100,0,0,4518,1898.747,2.379464,2.379464,0,4518,2156,2362,47.72,52.28,46.5,46.2,46.8,4263,125,7,82,4,14,94.36,2.77,0.15,1.81,0.09,0.31,2098,49357,2098
5505575,Bear Creek village,"Bear Creek village, Wisconsin",WI,2,3,55,5575,C5,7,2394711,0,415,172,44529649,-88726849,415,415,0,0,0,415,0,0,0,100,415,448.8412,0.9246031,0.9246031,0,415,209,206,50.36,49.64,33.1,33.1,33,383,1,2,0,0,21,92.29,0.24,0.48,0,0,5.06,206,16556,206
5505900,Beaver Dam city,"Beaver Dam city, Wisconsin",WI,2,3,55,5900,C5,14,13526022,3466030,15169,6685,43459967,-88836066,15169,15169,15169,0,15169,0,100,0,100,0,15169,2904.589,6.560668,5.222426,1.338242,15169,7318,7851,48.24,51.76,37.3,35.3,38.9,14555,66,48,92,7,244,95.95,0.44,0.32,0.61,0.05,1.61,7630,19592,7630
5506150,Belgium village,"Belgium village, Wisconsin",WI,2,3,55,6150,C5,10,3736934,0,1678,592,43500735,-87846897,1678,1678,0,0,0,1678,0,0,0,100,1678,1162.985,1.442838,1.442838,0,1678,844,834,50.3,49.7,31.9,31.8,32.1,1616,8,7,3,0,25,96.31,0.48,0.42,0.18,0,1.49,906,20659,906
5506225,Bell Center village,"Bell Center village, Wisconsin",WI,2,3,55,6225,C5,4,14314753,100134,116,60,43291992,-90830489,116,116,0,0,0,116,0,0,0,100,116,20.98804,5.565619,5.526957,0.03866196,116,60,56,51.72,48.28,40.5,38,42,115,0,0,1,0,0,99.14,0,0,0.86,0,0,59,23177,59
5603652,Arrowhead Springs CDP,"Arrowhead Springs CDP, Wyoming",WY,4,8,56,3652,U1,3,3144887,0,68,21,41515075,-109153188,68,68,0,0,0,68,0,0,0,100,68,56.00175,1.214248,1.214248,0,68,36,32,52.94,47.06,36.5,35.5,37,63,0,0,4,0,0,92.65,0,0,5.88,0,0,67,28972,67
5603725,Arvada CDP,"Arvada CDP, Wyoming",WY,4,8,56,3725,U1,3,5548775,0,33,26,44654207,-106131238,33,33,0,0,0,33,0,0,0,100,33,15.40333,2.142394,2.142394,0,33,18,15,54.55,45.45,43.8,53,41.5,28,0,2,0,0,0,84.85,0,6.06,0,0,0,8,13500,8
5604015,Atlantic City CDP,"Atlantic City CDP, Wyoming",WY,4,8,56,4015,U1,3,54595232,0,39,99,42495228,-108718830,39,39,0,0,0,39,0,0,0,100,39,1.850153,21.07934,21.07934,0,39,22,17,56.41,43.59,47.8,50.5,46.8,37,0,2,0,0,0,94.87,0,5.13,0,0,0,20,15756,20
5604160,Auburn CDP,"Auburn CDP, Wyoming",WY,4,8,56,4160,U1,6,5551262,0,276,94,42794401,-111004929,276,276,0,0,0,276,0,0,0,100,276,128.7701,2.143354,2.143354,0,276,143,133,51.81,48.19,30,28.3,33.6,271,0,0,0,0,1,98.19,0,0,0,0,0.36,108,9932,108
5604740,Baggs town,"Baggs town, Wyoming",WY,4,8,56,4740,C1,7,1276950,9688,348,197,41035575,-107657399,348,348,0,0,0,348,0,0,0,100,348,705.8348,0.4967737,0.4930332,0.003740558,348,184,164,52.87,47.13,39,36.3,41.8,330,0,9,1,0,6,94.83,0,2.59,0.29,0,1.72,192,20812,192
5604885,Bairoil town,"Bairoil town, Wyoming",WY,4,8,56,4885,C1,3,2304142,0,97,78,42239590,-107559273,97,97,0,0,0,97,0,0,0,100,97,109.0336,0.8896343,0.8896343,0,97,45,52,46.39,53.61,41.3,44.5,40,97,0,0,0,0,0,100,0,0,0,0,0,42,20030,42
5605245,Bar Nunn town,"Bar Nunn town, Wyoming",WY,4,8,56,5245,C1,8,5285896,0,936,339,42913444,-106347054,936,936,0,0,0,936,0,0,0,100,936,458.6221,2.040896,2.040896,0,936,477,459,50.96,49.04,32.5,33.5,31.6,878,5,11,1,5,19,93.8,0.53,1.18,0.11,0.53,2.03,478,15045,478
5605320,Basin town,"Basin town, Wyoming",WY,4,8,56,5320,C1,9,5224893,70375,1238,565,44378777,-108043100,1238,1238,0,0,0,1238,0,0,0,100,1238,613.6786,2.044514,2.017343,0.02717194,1238,589,649,47.58,52.42,47.5,46.5,49,1198,1,13,3,0,12,96.77,0.08,1.05,0.24,0,0.97,507,17890,507
5606045,Bedford CDP,"Bedford CDP, Wyoming",WY,4,8,56,6045,U1,4,5800736,0,169,73,42897527,-110936463,169,169,0,0,0,169,0,0,0,100,169,75.45731,2.239677,2.239677,0,169,80,89,47.34,52.66,42.5,46.5,40.8,164,0,2,0,0,1,97.04,0,1.18,0,0,0.59,58,29976,58
7211925,Camuy zona urbana,"Camuy zona urbana, Puerto Rico",PR,9,0,72,11925,U1,12,2445570,576,4013,1681,18484322,-66846660,4013,4013,4013,4013,0,0,100,100,0,0,4013,4249.979,0.9444623,0.9442399,0.000222395,4013,1921,2092,47.87,52.13,36.7,33.9,39.4,3693,115,8,6,0,101,92.03,2.87,0.2,0.15,0,2.52,790,6493,790
7212441,Candelaria comunidad,"Candelaria comunidad, Puerto Rico",PR,9,0,72,12441,U1,14,7862457,0,17300,5852,18403878,-66214664,17300,17300,17300,17300,0,0,100,100,0,0,17300,5698.828,3.035712,3.035712,0,17300,8317,8983,48.08,51.92,32.5,30.4,34.4,13680,1813,60,18,19,1217,79.08,10.48,0.35,0.1,0.11,7.03,5395,9558,5395
